Vial_num,linear_corr_d15n,wt_percent_n,n_notes,linear_corr_d13c,wt_percent_c,c_notes,n_exclude,c_exclude,Year,Phase_1_treat,Phase_1_rep,Phase_1_rep_R,Phase_2_treat,Phase_2_rep,Phase_2_rep_R,Tag_color,Tag_num,Tissue_type,Sample_Name,Notes,Phase_1_DO,Phase_1_temp,Phase_2.1_DO,Phase_2.1_temp
262,12.2,0.2,NA,-7.3,15.7,NA,NA,NA,2024,Hyp,6,Hyp6,Hyp,4,Hyp4,B,47,S,2024_Hyp06_Hyp04_B47_S,NA,Hyp,Ambient,Hyp,Ambient
263,12.3,10,NA,-24.4,43.3,NA,NA,NA,2024,Cont,1,Cont1,Hyp,4,Hyp4,W,38,T,2024_Cont01_Hyp04_W38_T,NA,Norm,Ambient,Hyp,Ambient
264,11.8,8.8,NA,-23.6,39.3,NA,NA,NA,2024,Both,2,Both2,Hyp,4,Hyp4,O,40,T,2024_Both02_Hyp04_O40_T,NA,Hyp,Warm,Hyp,Ambient
265,12,9.8,NA,-24.4,43.4,NA,NA,NA,2024,Hyp,6,Hyp6,Hyp,4,Hyp4,B,47,T,2024_Hyp06_Hyp04_B47_T,NA,Hyp,Ambient,Hyp,Ambient
266,11.3,0.2,NA,-8,16.2,NA,NA,NA,2024,Hyp,5,Hyp5,Cont,5,Cont5,B,58,S,2024_Hyp05_Cont05_B58_S,NA,Hyp,Ambient,Norm,Ambient
267,11.3,0.2,NA,-7.6,15.8,NA,NA,NA,2024,Cont,3,Cont3,Cont,5,Cont5,W,53,S,2024_Cont03_Cont05_W53_S,NA,Norm,Ambient,Norm,Ambient
268,11.8,0.2,NA,-8.8,16.8,NA,NA,NA,2024,Warm,5,Warm5,Cont,5,Cont5,G,58,S,2024_Warm05_Cont05_G58_S,NA,Norm,Warm,Norm,Ambient
269,12,8.7,NA,-23.8,40.6,NA,NA,NA,2024,Hyp,5,Hyp5,Cont,5,Cont5,B,58,T,2024_Hyp05_Cont05_B58_T,NA,Hyp,Ambient,Norm,Ambient
270,12.3,9.6,NA,-24.1,40.7,NA,NA,NA,2024,Cont,3,Cont3,Cont,5,Cont5,W,53,T,2024_Cont03_Cont05_W53_T,NA,Norm,Ambient,Norm,Ambient
271,12.2,10.5,NA,-24.4,43.8,NA,NA,NA,2024,Warm,5,Warm5,Cont,5,Cont5,G,58,T,2024_Warm05_Cont05_G58_T,NA,Norm,Warm,Norm,Ambient
272,12.4,0.2,NA,-8.9,16.9,NA,NA,NA,2024,Warm,1,Warm1,Cont,5,Cont5,G,50,S,2024_Warm01_Cont05_G50_S,NA,Norm,Warm,Norm,Ambient
273,12,10.1,NA,-24.2,43.2,NA,NA,NA,2024,Warm,1,Warm1,Cont,5,Cont5,G,50,T,2024_Warm01_Cont05_G50_T,5/21/2025 SC ended with this one today,Norm,Warm,Norm,Ambient
274,12.5,0.2,NA,-8.5,16.5,NA,NA,NA,2024,Cont,4,Cont4,Cont,5,Cont5,W,55,S,2024_Cont04_Cont05_W55_S,5/30/25 SC started with this one today,Norm,Ambient,Norm,Ambient
275,10.1,0.3,NA,-8.3,16.3,NA,NA,NA,2024,Hyp,6,Hyp6,Cont,5,Cont5,B,60,S,2024_Hyp06_Cont05_B60_S,NA,Hyp,Ambient,Norm,Ambient
276,13.8,0.3,NA,-8.3,16.1,NA,NA,NA,2024,Both,5,Both5,Cont,5,Cont5,O,57,S,2024_Both05_Cont05_O57_S,NA,Hyp,Warm,Norm,Ambient
277,12.5,9.7,NA,-23.9,41.5,NA,NA,NA,2024,Cont,4,Cont4,Cont,5,Cont5,W,55,T,2024_Cont04_Cont05_W55_T,NA,Norm,Ambient,Norm,Ambient
278,12.5,9.1,NA,-25,46.1,NA,NA,NA,2024,Hyp,6,Hyp6,Cont,5,Cont5,B,60,T,2024_Hyp06_Cont05_B60_T,NA,Hyp,Ambient,Norm,Ambient
279,12.4,10.1,NA,-24.1,42.9,NA,NA,NA,2024,Both,5,Both5,Cont,5,Cont5,O,57,T,2024_Both05_Cont05_O57_T,"5/30/25 SC may be contaminated or weird results, touched table",Hyp,Warm,Norm,Ambient
280,3.2,0.6,NA,-10.9,19,NA,Y,Y,2024,Both,3,Both3,Cont,5,Cont5,O,53,S,2024_Both03_Cont05_O53_S,"5/21/2025 SC no tissue in shell, dead",Hyp,Warm,Norm,Ambient
281,13.2,0.3,NA,-9.6,17.5,NA,NA,NA,2024,Hyp,5,Hyp5,Hyp,2,Hyp2,B,22,S,2024_Hyp05_Hyp02_B22_S,NA,Hyp,Ambient,Hyp,Ambient
282,12.8,0.2,NA,-8.3,16.5,NA,NA,NA,2024,Warm,5,Warm5,Hyp,2,Hyp2,G,22,S,2024_Warm05_Hyp02_G22_S,NA,Norm,Warm,Hyp,Ambient
283,12.6,0.2,NA,-8.5,16.5,NA,NA,NA,2024,Cont,2,Cont2,Hyp,2,Hyp2,W,16,S,2024_Cont02_Hyp02_W16_S,NA,Norm,Ambient,Hyp,Ambient
284,12.6,10,NA,-23.4,40.3,NA,NA,NA,2024,Hyp,5,Hyp5,Hyp,2,Hyp2,B,22,T,2024_Hyp05_Hyp02_B22_T,NA,Hyp,Ambient,Hyp,Ambient
285,12.1,6.8,NA,-24.4,42.4,NA,NA,NA,2024,Warm,5,Warm5,Hyp,2,Hyp2,G,22,T,2024_Warm05_Hyp02_G22_T,NA,Norm,Warm,Hyp,Ambient
286,12.5,9.7,NA,-23.6,40,NA,NA,NA,2024,Cont,2,Cont2,Hyp,2,Hyp2,W,16,T,2024_Cont02_Hyp02_W16_T,NA,Norm,Ambient,Hyp,Ambient
287,12.3,0.2,NA,-7.1,15.3,NA,NA,NA,2024,Both,3,Both3,Hyp,2,Hyp2,O,18,S,2024_Both03_Hyp02_O18_S,NA,Hyp,Warm,Hyp,Ambient
288,13,0.2,NA,-9.3,17.2,NA,NA,NA,2024,Both,6,Both6,Hyp,2,Hyp2,O,24,S,2024_Both06_Hyp02_O24_S,NA,Hyp,Warm,Hyp,Ambient
289,12.4,0.3,NA,-8.6,16.6,NA,NA,NA,2024,Cont,6,Cont6,Hyp,2,Hyp2,W,23,S,2024_Cont06_Hyp02_W23_S,NA,Norm,Ambient,Hyp,Ambient
290,12.2,9.4,NA,-23.8,41.7,NA,NA,NA,2024,Both,3,Both3,Hyp,2,Hyp2,O,18,T,2024_Both03_Hyp02_O18_T,NA,Hyp,Warm,Hyp,Ambient
291,12.2,9.2,NA,-24.6,48,NA,NA,NA,2024,Both,6,Both6,Hyp,2,Hyp2,O,24,T,2024_Both06_Hyp02_O24_T,NA,Hyp,Warm,Hyp,Ambient
292,12.3,9.7,NA,-23.2,39.2,NA,NA,NA,2024,Cont,6,Cont6,Hyp,2,Hyp2,W,23,T,2024_Cont06_Hyp02_W23_T,NA,Norm,Ambient,Hyp,Ambient
293,10.3,0.2,NA,-8.6,16.6,NA,NA,NA,2024,Both,1,Both1,Hyp,4,Hyp4,O,37,S,2024_Both01_Hyp04_O37_S,NA,Hyp,Warm,Hyp,Ambient
294,12.2,0.2,NA,-8.6,16.8,NA,NA,NA,2024,Warm,4,Warm4,Hyp,4,Hyp4,G,44,S,2024_Warm04_Hyp04_G44_S,NA,Norm,Warm,Hyp,Ambient
295,12.4,7.4,NA,-25.4,55.5,NA,NA,NA,2024,Both,1,Both1,Hyp,4,Hyp4,O,37,T,2024_Both01_Hyp04_O37_T,NA,Hyp,Warm,Hyp,Ambient
296,11.8,7.2,NA,-25.1,52.4,NA,NA,NA,2024,Warm,4,Warm4,Hyp,4,Hyp4,G,44,T,2024_Warm04_Hyp04_G44_T,NA,Norm,Warm,Hyp,Ambient
297,9.8,0.3,NA,-7.9,15.9,NA,NA,NA,2024,Warm,1,Warm1,Hyp,2,Hyp2,G,14,S,2024_Warm01_Hyp02_G14_S,NA,Norm,Warm,Hyp,Ambient
298,12,0.1,small peak - error on δ15N will be higher,-6.1,14.4,NA,NA,NA,2024,Hyp,1,Hyp1,Hyp,2,Hyp2,B,13,S,2024_Hyp01_Hyp02_B13_S,NA,Hyp,Ambient,Hyp,Ambient
299,12.4,9.3,NA,-23.7,38.8,NA,NA,NA,2024,Warm,1,Warm1,Hyp,2,Hyp2,G,14,T,2024_Warm01_Hyp02_G14_T,NA,Norm,Warm,Hyp,Ambient
300,12.6,9,NA,-23.4,37.3,NA,NA,NA,2024,Hyp,1,Hyp1,Hyp,2,Hyp2,B,13,T,2024_Hyp01_Hyp02_B13_T,5/30/25 SC ended with this one today,Hyp,Ambient,Hyp,Ambient
301,14.7,0.2,NA,-5.5,14.3,NA,NA,NA,2024,Hyp,5,Hyp5,Hyp,1,Hyp1,B,9,S,2024_Hyp05_Hyp01_B9_S,6/6/25 SC started with this one today,Hyp,Ambient,Hyp,Ambient
302,9.7,0.2,NA,-7.8,16.1,NA,NA,NA,2024,Cont,1,Cont1,Hyp,1,Hyp1,W,1,S,2024_Cont01_Hyp01_W1_S,NA,Norm,Ambient,Hyp,Ambient
303,11.8,0.2,NA,-8.3,16.4,NA,NA,NA,2024,Hyp,6,Hyp6,Hyp,1,Hyp1,B,12,S,2024_Hyp06_Hyp01_B12_S,NA,Hyp,Ambient,Hyp,Ambient
304,11.1,0.2,NA,-6.9,15.3,NA,NA,NA,2024,Warm,2,Warm2,Hyp,1,Hyp1,G,4,S,2024_Warm02_Hyp01_G4_S,NA,Norm,Warm,Hyp,Ambient
305,11.6,0.2,NA,-7.6,16,NA,NA,NA,2024,Cont,4,Cont4,Hyp,1,Hyp1,W,7,S,2024_Cont04_Hyp01_W7_S,NA,Norm,Ambient,Hyp,Ambient
306,12.1,0.2,NA,-8.6,16.6,NA,NA,NA,2024,Both,5,Both5,Hyp,1,Hyp1,O,10,S,2024_Both05_Hyp01_O10_S,NA,Hyp,Warm,Hyp,Ambient
307,11.8,0.2,NA,-10.5,18.1,NA,NA,NA,2024,Warm,6,Warm6,Hyp,1,Hyp1,G,11,S,2024_Warm06_Hyp01_G11_S,NA,Norm,Warm,Hyp,Ambient
308,11.4,0.2,NA,-7.6,15.7,NA,NA,NA,2024,Both,2,Both2,Hyp,1,Hyp1,O,3,S,2024_Both02_Hyp01_O3_S,6/6/25 SC ended with this one today,Hyp,Warm,Hyp,Ambient
309,12,8.1,NA,-23.4,36.2,NA,NA,NA,2024,Hyp,5,Hyp5,Hyp,1,Hyp1,B,9,T,2024_Hyp05_Hyp01_B9_T,6/9/25 SC started with this one today,Hyp,Ambient,Hyp,Ambient
310,13,7.5,NA,-25.6,50.7,NA,NA,NA,2024,Cont,4,Cont4,Hyp,1,Hyp1,W,7,T,2024_Cont04_Hyp01_W7_T,NA,Norm,Ambient,Hyp,Ambient
311,12.2,6.2,small peak - error on δ15N will be higher,-25.1,46.2,NA,NA,NA,2024,Both,5,Both5,Hyp,1,Hyp1,O,10,T,2024_Both05_Hyp01_O10_T,NA,Hyp,Warm,Hyp,Ambient
312,12.4,8.6,NA,-24.7,42.9,NA,NA,NA,2024,Hyp,6,Hyp6,Hyp,1,Hyp1,B,12,T,2024_Hyp06_Hyp01_B12_T,NA,Hyp,Ambient,Hyp,Ambient
313,12.3,8.8,NA,-25.4,50.7,NA,NA,NA,2024,Warm,6,Warm6,Hyp,1,Hyp1,G,11,T,2024_Warm06_Hyp01_G11_T,NA,Norm,Warm,Hyp,Ambient
314,12.4,9.2,NA,-23.8,38.9,NA,NA,NA,2024,Cont,1,Cont1,Hyp,1,Hyp1,W,1,T,2024_Cont01_Hyp01_W1_T,NA,Norm,Ambient,Hyp,Ambient
315,12.2,8.7,NA,-24.9,46.8,NA,NA,NA,2024,Warm,2,Warm2,Hyp,1,Hyp1,G,4,T,2024_Warm02_Hyp01_G4_T,NA,Norm,Warm,Hyp,Ambient
316,12,5.6,small peak - error on δ15N will be higher,-25.2,45.8,NA,NA,NA,2024,Both,2,Both2,Hyp,1,Hyp1,O,3,T,2024_Both02_Hyp01_O3_T,NA,Hyp,Warm,Hyp,Ambient
317,11.1,0.2,NA,-7.7,15.7,NA,NA,NA,2024,Cont,3,Cont3,Hyp,3,Hyp3,W,30,S,2024_Cont03_Hyp03_W30_S,NA,Norm,Ambient,Hyp,Ambient
318,11.2,0.2,NA,-9.4,17,NA,NA,NA,2024,Cont,5,Cont5,Hyp,3,Hyp3,W,34,S,2024_Cont05_Hyp03_W34_S,NA,Norm,Ambient,Hyp,Ambient
319,11.3,0.2,NA,-6.9,15.1,NA,NA,NA,2024,Both,5,Both5,Hyp,3,Hyp3,O,32,S,2024_Both05_Hyp03_O32_S,NA,Hyp,Warm,Hyp,Ambient
320,12.2,8,NA,-24.4,39.9,NA,NA,NA,2024,Cont,3,Cont3,Hyp,3,Hyp3,W,30,T,2024_Cont03_Hyp03_W30_T,NA,Norm,Ambient,Hyp,Ambient
321,12.3,8.8,NA,-24.7,42.8,NA,NA,NA,2024,Cont,5,Cont5,Hyp,3,Hyp3,W,34,T,2024_Cont05_Hyp03_W34_T,NA,Norm,Ambient,Hyp,Ambient
322,11.9,6.1,small peak - error on δ15N will be higher,-24,39.1,NA,NA,NA,2024,Both,5,Both5,Hyp,3,Hyp3,O,32,T,2024_Both05_Hyp03_O32_T,NA,Hyp,Warm,Hyp,Ambient
323,11.2,0.2,NA,-9.8,17.3,NA,NA,NA,2024,Warm,4,Warm4,Hyp,3,Hyp3,G,32,S,2024_Warm04_Hyp03_G32_S,NA,Norm,Warm,Hyp,Ambient
324,12,9,NA,-24.4,41.2,NA,NA,NA,2024,Warm,4,Warm4,Hyp,3,Hyp3,G,32,T,2024_Warm04_Hyp03_G32_T,NA,Norm,Warm,Hyp,Ambient
325,13,0.2,NA,-7.6,15.8,NA,NA,NA,2024,Warm,1,Warm1,Cont,4,Cont4,G,37,S,2024_Warm01_Cont04_G37_S,NA,Norm,Warm,Norm,Ambient
326,12.1,0.3,NA,-9,16.9,NA,NA,NA,2024,Hyp,1,Hyp1,Cont,4,Cont4,B,38,S,2024_Hyp01_Cont04_B38_S,NA,Hyp,Ambient,Norm,Ambient
327,10.3,0.2,NA,-7.7,16.3,NA,NA,NA,2024,Cont,4,Cont4,Cont,4,Cont4,W,43,S,2024_Cont04_Cont04_W43_S,NA,Norm,Ambient,Norm,Ambient
328,12.2,8.5,NA,-24.4,44.8,NA,NA,NA,2024,Warm,1,Warm1,Cont,4,Cont4,G,37,T,2024_Warm01_Cont04_G37_T,NA,Norm,Warm,Norm,Ambient
329,12.9,8.7,NA,-24,41.2,NA,NA,NA,2024,Hyp,1,Hyp1,Cont,4,Cont4,B,38,T,2024_Hyp01_Cont04_B38_T,NA,Hyp,Ambient,Norm,Ambient
330,12.4,8,NA,-25.6,49.4,NA,NA,NA,2024,Cont,4,Cont4,Cont,4,Cont4,W,43,T,2024_Cont04_Cont04_W43_T,NA,Norm,Ambient,Norm,Ambient
331,11,0.2,NA,-8.4,16.7,NA,NA,NA,2024,Both,6,Both6,Cont,4,Cont4,O,48,S,2024_Both06_Cont04_O48_S,NA,Hyp,Warm,Norm,Ambient
332,12.7,10,NA,-24.2,43.1,NA,NA,NA,2024,Both,6,Both6,Cont,4,Cont4,O,48,T,2024_Both06_Cont04_O48_T,6/9/2025 SC ended with this one today,Hyp,Warm,Norm,Ambient
333,9.3,0.2,NA,-9,16.9,NA,NA,NA,2024,Hyp,2,Hyp2,Hyp,3,Hyp3,B,28,S,2024_Hyp02_Hyp03_B28_S,6/13/2025 SC started with this one today,Hyp,Ambient,Hyp,Ambient
334,9.3,0.3,NA,-10.3,17.8,NA,NA,NA,2024,Hyp,4,Hyp4,Hyp,3,Hyp3,B,32,S,2024_Hyp04_Hyp03_B32_S,NA,Hyp,Ambient,Hyp,Ambient
335,11.4,0.2,NA,-8.3,16.7,NA,NA,NA,2024,Warm,6,Warm6,Hyp,3,Hyp3,G,36,S,2024_Warm06_Hyp03_G36_S,NA,Norm,Warm,Hyp,Ambient
336,12.1,8.1,NA,-23.6,37.7,NA,NA,NA,2024,Hyp,2,Hyp2,Hyp,3,Hyp3,B,28,T,2024_Hyp02_Hyp03_B28_T,NA,Hyp,Ambient,Hyp,Ambient
337,12.2,8.8,NA,-23.6,38.7,NA,NA,NA,2024,Hyp,4,Hyp4,Hyp,3,Hyp3,B,32,T,2024_Hyp04_Hyp03_B32_T,NA,Hyp,Ambient,Hyp,Ambient
338,12.5,5.5,small peak - error on δ15N will be higher,-22.7,34.8,NA,NA,NA,2024,Warm,6,Warm6,Hyp,3,Hyp3,G,36,T,2024_Warm06_Hyp03_G36_T,NA,Norm,Warm,Hyp,Ambient
339,11.7,0.2,NA,-7.4,15.9,NA,NA,NA,2024,Hyp,1,Hyp1,Cont,1,Cont1,B,2,S,2024_Hyp01_Cont01_B2_S,NA,Hyp,Ambient,Norm,Ambient
340,11.6,0.3,NA,-10.5,17.7,NA,NA,NA,2024,Cont,5,Cont5,Cont,1,Cont1,W,9,S,2024_Cont05_Cont01_W9_S,NA,Norm,Ambient,Norm,Ambient
341,11.5,0.2,NA,-10.2,18.2,NA,NA,NA,2024,Cont,6,Cont6,Cont,1,Cont1,W,10,S,2024_Cont06_Cont01_W10_S,NA,Norm,Ambient,Norm,Ambient
342,12.8,9.5,NA,-24.1,40.1,NA,NA,NA,2024,Hyp,1,Hyp1,Cont,1,Cont1,B,2,T,2024_Hyp01_Cont01_B2_T,NA,Hyp,Ambient,Norm,Ambient
343,12.5,9.7,NA,-23.7,39.9,NA,NA,NA,2024,Cont,5,Cont5,Cont,1,Cont1,W,9,T,2024_Cont05_Cont01_W9_T,"6/13/25 Fixed this sample name to be correct, had the wrong sample name (G6) but the right information in the other columns. Fixed sample name from Warm3_Control1_G6_S",Norm,Ambient,Norm,Ambient
344,12.5,9.1,NA,-24.2,41.6,NA,NA,NA,2024,Cont,6,Cont6,Cont,1,Cont1,W,10,T,2024_Cont06_Cont01_W10_T,NA,Norm,Ambient,Norm,Ambient
345,9.9,0.2,NA,-9.2,17.4,NA,NA,NA,2024,Both,6,Both6,Hyp,3,Hyp3,O,34,S,2024_Both06_Hyp03_O34_S,NA,Hyp,Warm,Hyp,Ambient
346,9.7,0.2,NA,-8.1,16.3,NA,NA,NA,2024,Both,1,Both1,Cont,1,Cont1,O,1,S,2024_Both01_Cont01_O1_S,NA,Hyp,Warm,Norm,Ambient
347,11.8,7.9,NA,-23.8,39.9,NA,NA,NA,2024,Both,6,Both6,Hyp,3,Hyp3,O,34,T,2024_Both06_Hyp03_O34_T,NA,Hyp,Warm,Hyp,Ambient
348,11.9,9.7,NA,-24.3,41.6,NA,NA,NA,2024,Both,1,Both1,Cont,1,Cont1,O,1,T,2024_Both01_Cont01_O1_T,6/13/25 SC ended with this one today,Hyp,Warm,Norm,Ambient
349,10.5,0.3,NA,-9.5,17.6,NA,NA,NA,2024,Hyp,2,Hyp2,Cont,4,Cont4,B,40,S,2024_Hyp02_Cont04_B40_S,6/16/25 SC started with this one today,Hyp,Ambient,Norm,Ambient
350,10.8,0.2,NA,-9.1,17.3,NA,NA,NA,2024,Both,1,Both1,Cont,4,Cont4,O,37,S,2024_Both01_Cont04_O37_S,NA,Hyp,Warm,Norm,Ambient
351,10.9,0.2,NA,-7.9,16.3,NA,NA,NA,2024,Cont,5,Cont5,Cont,4,Cont4,W,46,S,2024_Cont05_Cont04_W46_S,NA,Norm,Ambient,Norm,Ambient
352,11.9,6.2,small peak - error on δ15N will be higher,-23.5,36.6,NA,NA,NA,2024,Hyp,2,Hyp2,Cont,4,Cont4,B,40,T,2024_Hyp02_Cont04_B40_T,NA,Hyp,Ambient,Norm,Ambient
353,12.7,8.1,NA,-25.4,49,NA,NA,NA,2024,Both,1,Both1,Cont,4,Cont4,O,37,T,2024_Both01_Cont04_O37_T,NA,Hyp,Warm,Norm,Ambient
354,12.8,9,NA,-24.2,39.7,NA,NA,NA,2024,Cont,5,Cont5,Cont,4,Cont4,W,46,T,2024_Cont05_Cont04_W46_T,NA,Norm,Ambient,Norm,Ambient
355,4.6,0.5,NA,-11.9,20.9,NA,NA,NA,2024,Warm,6,Warm6,Cont,4,Cont4,G,47,S,2024_Warm06_Cont04_G47_S,NA,Norm,Warm,Norm,Ambient
356,10.5,0.2,NA,-8.6,17.2,NA,NA,NA,2024,Warm,6,Warm6,Cont,1,Cont1,G,12,S,2024_Warm06_Cont01_G12_S,NA,Norm,Warm,Norm,Ambient
357,6.6,0.3,NA,-10.2,19.1,NA,NA,NA,2024,Both,3,Both3,Cont,1,Cont1,O,5,S,2024_Both03_Cont01_O5_S,NA,Hyp,Warm,Norm,Ambient
358,12.3,6.8,small peak - error on δ15N will be higher,-24.7,48.8,NA,NA,NA,2024,Warm,6,Warm6,Cont,4,Cont4,G,47,T,2024_Warm06_Cont04_G47_T,NA,Norm,Warm,Norm,Ambient
359,12,7.8,NA,-24.9,44.7,NA,NA,NA,2024,Warm,6,Warm6,Cont,1,Cont1,G,12,T,2024_Warm06_Cont01_G12_T,NA,Norm,Warm,Norm,Ambient
360,14.4,0.2,NA,-7.7,15.6,NA,NA,NA,2024,Warm,3,Warm3,Cont,1,Cont1,G,6,S,2024_Warm03_Cont01_G6_S,NA,Norm,Warm,Norm,Ambient
361,11.1,0.2,NA,-9.3,17,NA,NA,NA,2024,Hyp,4,Hyp4,Cont,1,Cont1,B,8,S,2024_Hyp04_Cont01_B8_S,NA,Hyp,Ambient,Norm,Ambient
362,12.4,8.5,NA,-25,44.6,NA,NA,NA,2024,Warm,3,Warm3,Cont,1,Cont1,G,6,T,2024_Warm03_Cont01_G6_T,NA,Norm,Warm,Norm,Ambient
363,11.8,5.7,small peak - error on δ15N will be higher,-25.7,60.8,NA,NA,NA,2024,Hyp,4,Hyp4,Cont,1,Cont1,B,8,T,2024_Hyp04_Cont01_B8_T,NA,Hyp,Ambient,Norm,Ambient
364,10.9,0.2,NA,-8.3,16.1,NA,NA,NA,2024,Both,4,Both4,Hyp,6,Hyp6,O,67,S,2024_Both04_Hyp06_O67_S,NA,Hyp,Warm,Hyp,Ambient
365,12.1,0.2,NA,-8.4,16.2,NA,NA,NA,2024,Hyp,3,Hyp3,Hyp,6,Hyp6,B,65,S,2024_Hyp03_Hyp06_B65_S,NA,Hyp,Ambient,Hyp,Ambient
366,12,0.2,NA,-7.5,15.6,NA,NA,NA,2024,Warm,1,Warm1,Hyp,6,Hyp6,G,62,S,2024_Warm01_Hyp06_G62_S,NA,Norm,Warm,Hyp,Ambient
367,12.2,8.2,NA,-24.2,43.7,NA,NA,NA,2024,Both,4,Both4,Hyp,6,Hyp6,O,67,T,2024_Both04_Hyp06_O67_T,NA,Hyp,Warm,Hyp,Ambient
368,12.5,8.5,NA,-24.2,44,NA,NA,NA,2024,Hyp,3,Hyp3,Hyp,6,Hyp6,B,65,T,2024_Hyp03_Hyp06_B65_T,NA,Hyp,Ambient,Hyp,Ambient
369,12.6,8,NA,-24.3,42.1,NA,NA,NA,2024,Warm,1,Warm1,Hyp,6,Hyp6,G,62,T,2024_Warm01_Hyp06_G62_T,NA,Norm,Warm,Hyp,Ambient
370,11.3,0.3,NA,-8,15.9,NA,NA,NA,2024,Cont,4,Cont4,Hyp,6,Hyp6,W,67,S,2024_Cont04_Hyp06_W67_S,NA,Norm,Ambient,Hyp,Ambient
371,10.4,0.2,NA,-7.4,15.4,NA,NA,NA,2024,Both,3,Both3,Hyp,6,Hyp6,O,66,S,2024_Both03_Hyp06_O66_S,NA,Hyp,Warm,Hyp,Ambient
372,10,0.2,NA,-8.3,16.1,NA,NA,NA,2024,Hyp,2,Hyp2,Hyp,6,Hyp6,B,63,S,2024_Hyp02_Hyp06_B63_S,6/16/25 SC ended with this one today,Hyp,Ambient,Hyp,Ambient
373,12.4,8.5,NA,-23.9,42.8,NA,NA,NA,2024,Cont,4,Cont4,Hyp,6,Hyp6,W,67,T,2024_Cont04_Hyp06_W67_T,6/23/25 SC started with this one today,Norm,Ambient,Hyp,Ambient
374,12.2,7.5,NA,-24.9,51.9,NA,NA,NA,2024,Both,3,Both3,Hyp,6,Hyp6,O,66,T,2024_Both03_Hyp06_O66_T,NA,Hyp,Warm,Hyp,Ambient
375,12.8,7.4,NA,-23.9,44.6,NA,NA,NA,2024,Hyp,2,Hyp2,Hyp,6,Hyp6,B,63,T,2024_Hyp02_Hyp06_B63_T,NA,Hyp,Ambient,Hyp,Ambient
376,9.4,0.2,NA,-9,16.7,NA,NA,NA,2024,Cont,3,Cont3,Hyp,6,Hyp6,W,65,S,2024_Cont03_Hyp06_W65_S,NA,Norm,Ambient,Hyp,Ambient
377,10.7,0.2,NA,-8.3,16.3,NA,NA,NA,2024,Warm,2,Warm2,Hyp,6,Hyp6,G,64,S,2024_Warm02_Hyp06_G64_S,NA,Norm,Warm,Hyp,Ambient
378,11.7,5.7,small peak - error on δ15N will be higher,-25.4,60.1,NA,NA,NA,2024,Cont,3,Cont3,Hyp,6,Hyp6,W,65,T,2024_Cont03_Hyp06_W65_T,NA,Norm,Ambient,Hyp,Ambient
379,13.2,7.9,NA,-24.3,44,NA,NA,NA,2024,Warm,2,Warm2,Hyp,6,Hyp6,G,64,T,2024_Warm02_Hyp06_G64_T,6/23/25 SC ended with this one today,Norm,Warm,Hyp,Ambient
100B,10.6,0.2,NA,-8.6,16.1,NA,Y,Y,2024,Both,6,Both6,Both,2,Both2,O,24,S,2024_Both06_Both02_O24_S,NA,Hyp,Warm,Hyp,Warm
104B,12.1,7.5,NA,-24,40,NA,Y,Y,2024,Both,6,Both6,Both,2,Both2,O,24,T,2024_Both06_Both02_O24_T,NA,Hyp,Warm,Hyp,Warm
164B,11.4,0.3,NA,-8.8,16.3,NA,Y,Y,2024,Warm,1,Warm1,Warm,5,Warm5,G,49,S,2024_Warm01_Warm05_G49_S,NA,Norm,Warm,Norm,Warm
167B,12.1,6.6,NA,-24.3,39.2,NA,Y,Y,2024,Warm,1,Warm1,Warm,5,Warm5,G,49,T,2024_Warm01_Warm05_G49_T,NA,Norm,Warm,Norm,Warm
190B,11.4,0.2,NA,-9.1,16.8,NA,Y,Y,2024,Warm,6,Warm6,Warm,2,Warm2,G,24,S,2024_Warm06_Warm02_G24_S,NA,Norm,Warm,Norm,Warm
193B,12,7.8,NA,-22.5,35.4,NA,Y,Y,2024,Warm,6,Warm6,Warm,2,Warm2,G,24,T,2024_Warm06_Warm02_G24_T,NA,Norm,Warm,Norm,Warm
218B,12.6,9.3,NA,-24.3,41.1,NA,Y,Y,2024,Warm,3,Warm3,Hyp,5,Hyp5,G,53,T,2024_Warm03_Hyp05_G53_T,NA,Norm,Warm,Hyp,Ambient
221B,11.6,0.2,NA,-6.7,14.9,NA,Y,Y,2024,Warm,3,Warm3,Hyp,5,Hyp5,G,53,S,2024_Warm03_Hyp05_G53_S,NA,Norm,Warm,Hyp,Ambient
100_avg,10.3,0.2,NA,-8.95,16.7,NA,NA,NA,2024,Both,6,Both6,Both,2,Both2,O,24,S,2024_Both06_Both02_O24_S,NA,Hyp,Warm,Hyp,Warm
104_avg,11.95,7.35,NA,-23.9,39.1,NA,NA,NA,2024,Both,6,Both6,Both,2,Both2,O,24,T,2024_Both06_Both02_O24_T,NA,Hyp,Warm,Hyp,Warm
164_avg,11.65,0.3,NA,-8.85,15.95,NA,NA,NA,2024,Warm,1,Warm1,Warm,5,Warm5,G,49,S,2024_Warm01_Warm05_G49_S,NA,Norm,Warm,Norm,Warm
167_avg,12,6.65,NA,-24.3,38.55,NA,NA,NA,2024,Warm,1,Warm1,Warm,5,Warm5,G,49,T,2024_Warm01_Warm05_G49_T,NA,Norm,Warm,Norm,Warm
190_avg,11.65,0.2,NA,-9,17,NA,NA,NA,2024,Warm,6,Warm6,Warm,2,Warm2,G,24,S,2024_Warm06_Warm02_G24_S,NA,Norm,Warm,Norm,Warm
